Název,Adresa,Lat.,Lon.,Followers,events
Divadlo Rokoko,Václavské náměstí 38,50.0814,14.4263,238,0
Stará aréna,28. října 49/23,49.8353,18.2923,235,0
Divadlo Ungelt,Malá Štupartská 1,50.0878,14.4244,233,0
Agharta Jazz Centrum,Železná 16,50.0864,14.4219,228,0
Ateliér Josefa Sudka,Újezd 30,50.0824,14.4052,227,0
Paralelní Polis,Dělnická 43,50.1034,14.4505,225,1
Azyl78,Výstaviště,50.1101,14.4239,224,0
James Dean Prague,V Kolkovně 1,50.0897,14.4218,218,0
Park Parukářka,Vrch svatého Kříže,50.0852,14.462,217,0
Jazzová kavárna Podobrazy,Zelný trh 14,49.1926,16.6083,215,0
Studio Ypsilon,Spálená 16,50.0809,14.4202,211,0
Eternia Smíchov,Nádražní 3,50.0656,14.4076,210,0
Místodržitelský palác,Moravské náměstí 1a,49.1978,16.6083,208,14
Národní památník na Vítkově,U Památníku 1900,50.0885,14.45,208,3
Cloud 9 Sky bar & Lounge,Pobřežní 1,50.0933,14.4397,208,0
Karlin Studios,Prvního pluku 2,50.0902,14.4432,207,0
Divadlo Jiřího Myrona,Čs. legií 148/14,49.8366,18.288,205,33
Galerie Mánes,Masarykovo nábřeží 250/1,50.0775,14.4141,205,1
Café Jericho,Opatovická 26,50.0803,14.4183,205,0
Atrium na Žižkově,Čajkovského 12,50.0817,14.4528,204,21
Tančící dům,Rašínovo nábřeží 80,50.0754,14.414,204,0
Artwall,Nábřeží kapitána Jaroše,50.0959,14.4287,203,1
Fatal Music Club,Rokycanova 29,50.086,14.4553,203,0
Kavárna co hledá jméno,Stroupežnického 10,50.0697,14.4034,201,3
Bílkova vila,Mickiewiczova 1,50.0954,14.4084,201,3
Perpetuum Music Club,Rooseveltova 9,49.1975,16.6112,201,0
Eleven Club,Dominikánská 11,49.1932,16.6063,199,0
Galerie Školská 28,Školská 28,50.0794,14.4242,198,0
Music Lab,Opletalova – Hudební fakulta JAMU,49.1969,16.6047,194,0
Desert,Roosveltova 11,49.197,16.6123,194,0
Yes Club,Škrétova 1,50.0771,14.4315,188,0
Letní kino Na Riviéře,Bauerova 7,49.1881,16.5692,187,0
Atelier Club,Rybná 16,50.0896,14.4261,186,0
Klub Újezd,Újezd 18,50.0816,14.4047,184,0
Klub Parník,Sokolská třída 175/26,49.8397,18.2921,183,0
Technické muzeum v Brně,Purkyňova 105,49.2282,16.5814,180,18
Hala Rondo (DRFG Arena),Křídlovická 34,49.1854,16.6021,180,0
Galerie výtvarného umění v Ostravě,Jurečkova 1750/9,49.8342,18.287,174,5
VýLetná,Letenské sady 32,50.0964,14.4233,174,0
Óčko Music Club,5. května 1640,50.0613,14.4295,173,0
Holešovická Šachta,Bubenská 14,50.1058,14.4357,169,0
Komorní scéna Aréna,28. října 289/2,49.8376,18.2953,168,0
Art District 7,"Veletržní 61, 170 00 Praha",50.1008,14.4262,166,336
Divadlo D21,Záhřebská 21,50.0722,14.4372,166,4
Etáž,Moravská Ostrava 3369,49.8218,18.2778,165,2
Letohrádek královny Anny,Mariánské hradby 52/1,50.0937,14.4053,165,1
Hany Bany Club,5. května 1640/65,50.0622,14.4286,165,0
Rybanaruby,Mánesova 87,50.0781,14.448,165,0
Střelnice Jablonec,U Stadionu 5258/3,50.715,15.1644,163,1
Sběrné suroviny,Krymská 2,50.0715,14.4491,163,0
Pop-up klub Blink Excelent,Jateční 33,50.1002,14.4481,163,0
Divadlo Na Jezerce,Na Jezerce 1451,50.0581,14.4447,163,0
CineStar Ostrava,Novinářská 6c,49.8324,18.2658,161,332
Mayapur pokojíček,Mezi Vodami 35,50.0169,14.4009,159,0
Knihovna Václava Havla,Ostrovní 13,50.0807,14.4172,159,0
Nová Chmelnice,Koněvova 219,50.0926,14.4899,159,0
Divadlo Dobeška,Jasná I 1181/6,50.0407,14.4153,158,2
Cobra,Milady Horákové 688/8,50.0992,14.4322,158,0
PLATO Bauhaus,Janáčkova 22,49.8365,18.2806,157,9
Šternberský palác,Hradčanské náměstí 15,50.0906,14.3967,157,7
Kavárna Velryba,Opatovická 24,50.0801,14.4185,157,0
P.M. Club,Trojická 10,50.0707,14.4161,156,0
Uměleckoprůmyslové muzeum v Brně,Husova 14,49.1943,16.6046,154,32
Na Hollaru,Smetanovo nábřeží 6,50.0823,14.4133,153,0
Galerie Industra Art,Masná 9,49.1843,16.6266,152,0
Divadlo Minor,Vodičkova 6,50.0785,14.4218,152,0
Obrazárna Pražského hradu,Pražský hrad,50.0908,14.3985,150,1
Zoo Brno,U Zoologické zahrady 46,49.2301,16.5334,149,0
Artbanka Museum of Young Art (AMoYA),Karlova 2,50.0858,14.4145,149,0
Galerie Fotografic,Stříbrná 212/2,50.0846,14.4151,148,2
Letiště Praha Letňany,U výstaviště PVA,50.1292,14.5141,148,0
Zámek Troja,U Trojského zámku 1,50.1164,14.4129,146,1
Divadlo J. K. Tyla,Palackého náměstí 30,49.7483,13.37,145,0
Pantheon Club,Anglické nábřeží 2744/17,49.7415,13.3799,145,0
Galerie Hollar,Smetanovo nábřeží 6,50.0835,14.4133,144,0
Salmovský palác,Hradčanské náměstí 1,50.0897,14.3969,143,10
Studio 54,Hybernská 1613/38,50.0868,14.436,142,0
"Náprstkovo muzeum asijských, afrických a amerických kultur",Betlémské náměstí 1,50.084,14.4166,141,2
Zoo Plzeň,Pod Vinicemi 9,49.7596,13.3613,141,0
Galerie 35M2,Víta Nejedlého 23,50.0842,14.4489,141,0
Topičův Salon,Národní 9,50.0816,14.4153,140,0
Španělská synagoga,Vězeňská 1,50.0902,14.421,139,125
Výstaviště Černá Louka,Černá louka 3235,49.8331,18.2933,139,0
"Bar, který neexistuje",Dvořákova 1,49.1959,16.6098,139,0
České centrum Praha,Rytířská 31,50.0855,14.4228,137,0
Divadlo Kolowrat,Ovocný trh 579/6,50.086,14.4242,136,22
Mlýnská strouha,Nemocniční,49.7384,13.3736,136,0
Vegalité,Slovákova 10,49.2006,16.6027,136,0
Prádelna Bohnice,Ústavní 91,50.1335,14.424,135,0
Top Gear Bar,Hybernská 32,50.0872,14.4347,133,0
Na Slamníku,Wolkerova 12,50.1039,14.4085,133,0
Nebe – Václavské náměstí,Václavské náměstí 56,50.0801,14.4295,131,0
Long Island Libeň,U Českých loděnic ,50.1101,14.4639,129,0
Art Salon S,Československého exilu 4,50.0163,14.4037,129,0
Galerie A.M.180,Jeronýmova 88/9,50.0869,14.4482,128,0
Galerie Jelení,Dukelských hrdinů 500/25a,50.0984,14.4327,127,0
Kulturní dům Rubín,Makovského náměstí 3,49.2179,16.5764,126,0
Koncept MU,Krymská 29,50.0715,14.4496,126,0
Letní scéna Divadla Ungelt,Nový svět,50.0909,14.3922,126,0
Bunkr Music Club,Tržní náměstí,50.7739,15.0619,124,1
Divadlo Radost,Bratislavská 32,49.1988,16.6178,124,1
Studio PRÁM,Čerpadlová 536/4b,50.1014,14.5058,124,0
Zlatý strom,Karlova 6,50.0857,14.4151,124,0
Letní kino Na Dobráku,Dobrovského 29,49.218,16.5885,123,0
Infinity,Chrudimská 2a,50.0774,14.4624,123,0
Czech Photo Centre,Seydlerova 4,50.0515,14.3496,122,1
Livingstone,Dominikánské náměstí 5,49.194,16.6075,122,0
Le Mirage – Vinohrady,Lublaňská 48,50.0748,14.4314,122,0
Kinoloď,V Přístavu,50.1077,14.4551,121,0
Final,Příběnická 8,50.0864,14.4402,121,0
Míčovna Pražského hradu,Pražský hrad,50.0924,14.4011,120,0
Manifesto Anděl,Ostrovského 34,50.0693,14.4038,119,0
FAMU,Smetanovo nábřeží 2,50.0817,14.4132,119,0
Kafkův dům,Náměstí Franze Kafky 3,50.0878,14.4194,119,0
Polansky Gallery,Veletržní 45,50.1012,14.4287,119,0
Císařská konírna Pražského hradu,"Pražský hrad, II. nádvoří",50.0908,14.399,119,0
Lobkowiczký palác,Jiřská 3,50.0916,14.4047,118,0
Moravské zemské muzeum,Zelný trh 6,49.1919,16.6085,117,25
Clam-Gallasův Palác,Husova 20,50.0878,14.4205,117,1
Schrott,Křenová 291/10,49.1914,16.616,117,0
Divadlo Viola,Národní 7,50.0816,14.4152,117,0
Dům Radost,nám. Winstona Churchilla 1800/2,50.0845,14.4426,116,4
Komiks Club & Bar,Kněžská 372/12,48.9751,14.4769,116,3
Bullerbyn,Chodská 17,50.0746,14.4457,116,0
Goethe-Institut,Masarykovo nábřeží 32,50.0795,14.4141,116,0
Blues sklep,Liliová 10,50.0857,14.4166,114,0
Jurkovičova vila,Jana Nečase 2,49.2066,16.576,111,2688
Jazzboat,Dvořákovo nábřeží,50.092,14.4166,111,0
H2O – Bytové divadlo,Košická 21,50.0703,14.4482,110,7
Městská divadla pražská,V Jámě 1,50.0805,14.4242,109,11
Sál architektů,Staroměstské náměstí 1,50.087,14.4205,109,0
Rudolfova galerie na Pražském hradě,"Pražský hrad, III. nádvoří",50.0909,14.3985,109,0
Skleněná louka,Kounicova 23,49.2005,16.6031,109,0
Židovské muzeum v Praze,U Staré školy 1,50.0903,14.4212,108,176
Provoz Hlubina,Důl Hlubina,49.8227,18.2772,108,0
Vršovické divadlo MANA,Moskevská 34,50.069,14.4538,107,1
Vzducholoď Gulliver,Poupětova 1,50.1068,14.447,107,0
Fashion Club Prague,náměstí Republiky 656/8,50.0891,14.4277,107,0
Yacht club,Kolejní 6,49.2305,16.5714,107,0
Central Gallery,Staroměstské náměstí 15,50.0875,14.4221,106,3
Svah Zlín, Nám. T. G. Masaryka 5144,49.2182,17.6675,106,3
Uměleckoprůmyslové museum v Praze,17. listopadu 2,50.0893,14.4159,105,47
Christmas Story,Tusarova 791/31,50.1019,14.4493,105,0
Collbenka 1704,Železničářů 6,50.1064,14.4404,104,0
DriveHouse,Rubešova 161/7,50.0778,14.4323,104,0
Smetanovy sady,Smetanovy sady,49.7453,13.3743,104,0
Křižíkovy pavilony,Výstaviště Praha Holešovice,50.1056,14.4315,104,0
Žižkovská televizní věž,Mahlerovy sady 1,50.0811,14.4511,104,0
Café Kampus,Náprstkova 10,50.0844,14.4153,104,0
Display,Dittrichova 9,50.0745,14.4155,104,0
Karlovy lázně,Smetanovo nábřeží 198,50.0854,14.4138,104,0
Artatak,"Bystrá 761, Hala 12",50.1148,14.6015,103,0
Klub Kostel,Michalská 29,50.0863,14.4202,103,0
Stará čistírna odpadních vod v Bubenči,Papírenská 6,50.1102,14.4022,102,1
N-club,"Z. Fibicha 2832/46, 43401 ",50.4961,13.6321,102,0
Mono Fono,Jungmannova 26/15,50.0807,14.4222,102,0
Dox by Qubus,Poupětova 1A,50.1069,14.447,102,0
Národní divadlo moravskoslezské,Čs. legií 148/14,49.8366,18.288,101,1
Průmyslový palác,Výstaviště Praha Holešovice,50.1066,14.4298,101,0
Velká synagoga v Plzni,Sady Pětatřicátníků 35/11,49.7467,13.3728,100,2
Sinobo Stadium,U Slavie 1540/2a,50.0676,14.4716,100,0
KC Vozovna,Za Žižkovskou vozovnou 2687/18,50.0917,14.4784,99,1
Besední dům Filharmonie Brno,Komenského náměstí 534/8,49.1962,16.6042,99,1
MC Fabrika,Jeronýmova 6,48.9723,14.4824,99,0
Galerie AVU,U Akademie 4,50.1027,14.4246,99,0
Jazz Rock café,Sedláčkova 18,49.7476,13.3755,99,0
Hudební klub Stoun,Jiřího z Poděbrad 3109,49.6809,18.3624,98,1
Letecké muzeum Kbely,Mladoboleslavská 5,50.1261,14.5378,98,1
Moonclub,Dlouhá 709/26,50.09,14.4244,98,0
Galerie 35,Štěpánská 35,50.0788,14.4251,98,0
Galerie Architektury Brno,Starobrněnská 18,49.1925,16.6066,98,0
Divadlo Gong,Sokolovská 191,50.1071,14.4884,97,36
Galerie Aero,Šaldova 12,50.0927,14.456,97,0
Galerie kritiků,Jungmannova 31,50.0825,14.4221,97,0
Harley's Bar,Dlouhá 18,50.0897,14.4235,97,0
Invalidovna,Sokolovská 24/136,50.0949,14.4611,96,0
NIKA – malá galerie UMPRUM,"Vestibul metra Karlovo náměstí, směr Palackého náměstí",50.0746,14.417,96,0
Karolinum,Ovocný trh 3,50.0865,14.4235,96,0
Havlíčkovy sady (Grébovka),Havlíčkovy sady,50.0697,14.4455,95,22
Pavilon Anthropos,Pisárecká 5,49.1859,16.5607,95,1
Cafe 80's,V Kolkovně 6,50.0897,14.4218,95,0
7 nebe,Jánská 9,49.1944,16.6098,95,0
Starez Aréna Vodova,Vodova 108,49.227,16.5843,94,1
Müllerova vila,Nad Hradním vodojemem 14/642,50.0924,14.3785,93,1
M1 Lounge Bar & Club,Masná 1,50.0895,14.4246,93,0
Borský park,Borský park,49.7229,13.3659,92,0
M13 Club, Benešova 22,49.192,16.6128,92,0
Le Mirage – Újezd,Újezd 5,50.0801,14.4044,92,0
DK Akord,Náměstí SNP 1,49.791,18.2385,91,0
Kvalitář,Senovážné náměstí 17,50.0858,14.4333,91,0
Jihočeské divadlo,Dr. Stejskala 19,48.9772,14.4756,90,84
City Surfer Office,Bořivojova 67,50.0833,14.4506,90,0
Lucie Drdova Gallery,Křížkovského 10,50.0811,14.4481,90,0
CED,Zelný trh 9,49.192,16.6079,89,26
Petřínská rozhledna,Petřínské sady 633,50.0837,14.395,89,1
Kavárna Pod Lipami,Čechova 1,50.1002,14.4213,89,0
Czechdesign,Vojtěšská 3,50.0779,14.4149,88,0
Klub Atlantik,Československých legií 7,49.8366,18.2895,86,0
Cukrárna Alchymista,Jana Zajíce 7,50.1009,14.4173,85,0
Důl Michal,Československé armády 95,49.8423,18.3449,85,0
Sklenick,Kounicova 23,49.2005,16.6031,85,0
Galerie 1. patro,Myslíkova 9,50.0777,14.4159,85,0
Art Space,Řetězová 7,50.0856,14.4177,84,78
Yes kafe,Letenské náměstí 749/5,50.1004,14.4243,84,0
Kino Kavalírka,Plzeňská 2576/210,50.0701,14.368,83,0
Ahoy,Přístavní 1179/57,49.2141,16.5048,83,0
Filmový klub VŠE,Náměstí W. Churchilla 4,50.0829,14.4412,83,0
Tři ocásci,tř. Kpt. Jaroše 18,49.2028,16.6111,82,0
Kinokavárna Situace,Krymská 59/39,50.0713,14.45,82,0
Studio Paměť,Soukenická 29,50.0916,14.4314,81,5
Music Club Jižák,Matúškova 831/1,50.0374,14.5154,81,2
Patra,Krymská 17,50.0716,14.4483,81,0
Eska,Pernerova 49,50.092,14.4544,81,0
Lannova loděnice," Vltavské nábř. 529, České Budějovice 2, 370 05",48.9788,14.4649,80,0
Letní kino Háječek,F. A. Gerstnera 8/4,48.9708,14.4712,80,0
Divadlo Dialog,Smetanovy sady 9,49.7448,13.3739,80,0
Hudební Bazar,Nádražní 138a,49.8486,18.2793,80,0
Klub Klamovka,Podbělohorská 3,50.0716,14.3792,80,0
Dobrá Trafika Újezd,Újezd 37,50.084,14.4043,79,0
Jiri Svestka Gallery,Janáčkovo nábřeží 5,50.0732,14.4097,79,0
Divadlo Lucie Bílé,Karlova 8,50.086,14.4151,79,0
Pekelnej bar,Na Bělidle 38,50.0717,14.4051,79,0
Kino Luna,Výškovická 113,49.7885,18.2274,78,2
Kulturní dům Barikádníků,Saratovská 20,50.0731,14.4926,78,2
Bolevecký rybník,U Velkého rybníku,49.7736,13.3917,78,0
Komorní divadlo Kalich,Rytířská 31,50.0855,14.4228,78,0
Letohrádek Mitrovských,Veletržní 19,49.1884,16.589,77,1
PH+ Club,Martinská 1,49.7445,13.3778,77,0
FBB Klub Na Dráze,Nádražní 9,49.1893,16.6086,77,0
Terasa,Plzeňská 233/8,50.0722,14.4029,76,0
Bastila Music Club,Dominikánská 15,49.1929,16.6063,76,0
Entrance Gallery,Markétská 1,50.0852,14.3567,76,0
Malá scéna divadla Studio DVA,Na Perštýně 6,50.0831,14.419,75,3
Space bar,Karlovo náměstí 31,50.0766,14.4212,74,0
Café Regner,Bezručova 7,49.7453,13.3771,74,0
Muzeum Karla Zemana,Saská 3,50.0868,14.4073,74,0
Katedrála sv. Petra a Pavla,Petrov 9,49.191,16.6077,74,0
Café Teatr Černá Labuť,Na Poříčí 25,50.0902,14.4344,74,0
Vyhlídka,Nám. Svobody 17,49.1942,16.6082,74,0
Kino Béla,Rytířská 25-27,50.0847,14.4217,73,0
Movie's Club,Veletržní 14,50.1023,14.4337,72,0
Národopisné muzeum Národního muzea,Kinského zahrada 98,50.0769,14.3986,71,3
Museum Montanelli,Nerudova 13,50.0884,14.4002,71,1
Klub Café Pavlač,Víta Nejedlého 23,50.0842,14.4488,71,0
Kino Perštýn,Na Perštýně 6,50.0831,14.419,71,0
Krymská ulice,Krymská,50.0715,14.4482,70,1
Mr.HotDog,Kamenická 24,50.0996,14.4277,70,0
OC Olympia Brno,U dálnice 777,49.1377,16.6338,70,0
Anděl Music Club,Štefánikova 230/7,50.0727,14.4035,70,0
Kavárna Lucerna,Vodičkova 36,50.0814,14.4253,70,0
Dea Orh Art Gallery,Kozí 3,50.0899,14.4224,70,0
Caribic Club,Běhounská 22/24,49.1973,16.6091,70,0
El Mágico,Chemická 953,50.0199,14.4962,70,0
Institut plánování a rozvoje hlavního města Prahy,Vyšehradská 57,50.0732,14.4176,69,13
Moravská zemská knihovna v Brně,Kounicova 65a,49.2086,16.594,69,0
Truhlárna,Rokycanova 33,50.0863,14.4552,69,0
Žlutý pes,Ke Koupališti 62,50.0498,15.7752,68,3
Artrafika,Sochařská 3,50.1009,14.4245,68,0
Galerie Nová síň,Voršilská 139/3,50.0807,14.4165,68,0
Opero,Salvátorská 931/8,50.0888,14.4208,67,2
Radost,Cejl 254/52,49.1988,16.6231,67,0
Industrial Gallery,Zahradní 10,49.8373,18.2877,67,0
Galerie Budoart,Havanská 3a,50.1014,14.4193,67,0
Divadlo Spirála,Areál Výstaviště,50.1084,14.4299,67,0
Galerie Diamant – S.V.U. Mánes,Spálená 4,50.0794,14.4198,67,0
Tabarin Bar,Divadelní 3,49.1948,16.6142,67,0
Kulturní dům Svět,Krále Jiřího 332,50.0761,14.8642,66,1
Galerie Evoluční,Revoluční 5,50.09,14.4272,66,0
Katedrála sv. Víta,Hrad III. nádvoří 48/2,50.0911,14.4016,65,5
CØKAFE Centrum,Nádražní 1266/26,49.8372,18.29,65,0
NaFilM: Národní filmové muzeum,Jungmannova 748/30,50.0822,14.4226,64,2
Kino Cineport,Vítkovická 3369,49.8193,18.282,64,0
Divadlo Pluto,Masarykova 75,49.7523,13.4154,64,0
Galerie Art,Cihlářská 19,49.2044,16.6036,64,0
Galerie 1,Štěpánská 47,50.0796,14.4257,64,0
Port X,V přístavu 4,50.103,14.4683,63,0
Máj 4. patro,Národní 63/26,50.0823,14.4195,63,0
Kino 43,Dělnická 43,50.1034,14.4505,63,0
Rakouské kulturní fórum,Jungmannovo náměstí 18,50.0829,14.4228,63,0
Music Club X,Masarykovo náměstí 153,49.7836,14.6893,62,1
Muzeum hraček,Jiřská 11/4,50.0918,14.4053,62,1
Armádní muzeum Žižkov,U Památníku 2 ,50.0874,14.445,62,0
Muzeum pražského vodárenství,Podolská 15,50.0572,14.4206,61,1
Vodojemy na Žlutém kopci,Tvrdého,49.1958,16.591,61,0
Bajkazyl Žižkov,Tachovském náměstí 3,50.0878,14.4528,61,0
DK Poklad,Matěje Kopeckého 675/21,49.8271,18.1672,60,0
Page Five,Veverkova 5,50.0982,14.4318,60,0
Apple Museum,Husova 21,50.0861,14.4179,60,0
Ranč Šídlovák,Gerská,49.784,13.3748,60,0
Landek park – hornické muzeum,Pod Landekem 64,49.8671,18.2661,60,0
Nová galerie,Balbínova 26,50.079,14.4356,60,0
Exit–Us,Sokolovská 195,50.1071,14.4891,60,0
Mendelovo muzeum,Mendelovo náměstí 907/1a,49.1911,16.5937,59,1
Naše maso,Dlouhá 39,50.0902,14.4249,59,0
Kantýna,Politických vězňů 1511/5,50.0834,14.4287,59,0
Indigo Ale Bar,Opatovická 3,50.0793,14.4163,59,0
Divadlo Odvaz,Moravská Ostrava 3369,49.8218,18.2778,58,1
Maiselova synagoga,Maiselova 10,50.0888,14.4187,58,1
Dům umění České Budějovice,Náměstí Přemysla Otakara II. 38,48.9739,14.4737,58,0
Sál Beseda,Na Sadech 18,48.9769,14.4779,58,0
Klub cestovatelů Brno,Veleslavínova 14,49.2206,16.5972,58,0
Klub Friends,Bartolomějská 11,50.0831,14.4176,58,0
Káznice Brno,Bratislavská 249/68,49.1997,16.6226,57,1
Cross Attic,Plynární 23,50.1082,14.4432,57,0
Hunt Kastner,Bořivojova 85,50.0827,14.448,57,0
Jameson Rock Club Plzeň,Americká 8,49.7437,13.3734,57,0
Starý pivovar,Božetěchova 1,49.2261,16.5958,57,0
Klementinum,Karlova 1,50.0862,14.4166,56,2
Výstaviště České Budějovice,Husova třída 523/30,48.9789,14.4609,56,0
Botanická zahrada Přírodovědecké fakulty Masarykovy univerzity,Kotlářská 2,49.2047,16.5968,56,0
Park Kraví hora,Údolní 76,49.2012,16.584,56,0
Moravské náměstí – park,Park Moravské náměstí,49.1991,16.6072,56,0
Home Monitoring Aréna Plzeň,Štefánikovo náměstí 1,49.7374,13.3785,56,0
Café Flexaret,Kopečná 2/21,49.1909,16.6039,56,0
Galerie Vernon,Janáčkovo nábřeží 21,50.0761,14.4085,56,0
Staré lázně,Starokolínská 287,50.0282,15.2069,55,1
Stará radnice,Radnická 369/10,49.193,16.6087,55,0
Café Pavlač,Víta Nejedlého 23,50.0842,14.4488,55,0
Blaze,Husitská 43,50.087,14.45,55,0
Duncan Centre,Branická 41,50.0379,14.4121,55,0
Karpuchina Gallery,Rybná 22,50.0901,14.426,54,2
Balada Bar,Pod plynojemem 1274/5,50.0994,14.4703,54,0
4pokoje,Vachova 6,49.1958,16.6118,54,0
Bistro Střecha,Milíčova 25,50.0862,14.4518,54,0
Utopia,Divadelní 603/3,49.1952,16.6139,54,0
Sál Břetislava Bakaly,Žerotínovo náměstí 6,49.1984,16.6022,54,0
NTKino,Technická 6,50.1043,14.3909,54,0
Vrtule Club,Studentská 1770/1,49.8359,18.1594,54,0
Kafe Damu,Karlova 26,50.086,14.4172,54,0
Boho Vintage Concept Store,Francouzská 76,50.0719,14.4463,54,0
Galerie Off/Format,Gorkého 41,49.1991,16.5926,54,0
Altán Klamovka,Park Klamovka,50.0712,14.3788,54,0
Letní kino Olomouc,Pekární 26,49.5974,17.2591,53,2
Tempo,Jirsíkova 243/2,48.972,14.4759,53,1
Impact Hub Praha K10,Koperníkova 2204/10,50.0699,14.4421,53,0
Galerie Lucerna – Prostor pro současné umění,Štěpánská 61,50.0812,14.4261,53,0
Letenské sady: Stan Cirque,Letenské sady,50.0959,14.4237,53,0
Hudební klub Palmovka,Pod Hájkem 1,50.1056,14.4789,53,0
Občanská plovárna,U Plovárny 1,50.0928,14.4138,52,18
Obejvák,Kolbenova 922/5a,50.1127,14.5108,52,0
Žižkostel,Náměstí barikád 1,50.0879,14.4611,52,0
Kalikovák Music Club,Radčická 40,49.7504,13.3653,52,0
Barcode Ostrava,Poděbradova 1124/18,49.8397,18.2813,52,0
k.art.on,Křižíkova 34,50.092,14.4506,52,0
DAMU,Karlova 26,50.086,14.4172,51,31
Langhans,Vodičkova 37,50.0816,14.4249,51,2
Muzeum Bedřicha Smetany,Novotného lávka 1,50.0856,14.413,51,1
PidiKino,Tusarova 791/31,50.1019,14.4493,51,0
